"",,CIVIL ENGINEERING[Full Time]
"",Course Code,Course
MA202,,"PROBABILITY DISTRIBUTIONS, TRANSFORMS AND"
"",,NUMERICAL METHODS
CE202,,STRUCTURAL ANALYSIS I
CE204,,CONSTRUCTION TECHNOLOGY
CE206,,FLUID MECHANICS II
CE208,,GEOTECHNICAL ENGINEERING I
HS210,,LIFE SKILLS
CE232,,MATERIALS TESTING LAB I
CE234,,FLUID MECHANICS LAB
TVE17EC038,"HS200(O), MA204(O), EC204(O), EC232(O), EC202(A+), EC206(A), EC208(O), EC230(O)"
TVE17EC039,"HS200(B+), MA204(A+), EC204(O), EC232(A+), EC202(B), EC206(B), EC208(B+), EC230(B+)"
TVE17EC040,"HS200(A), MA204(O), EC204(O), EC232(O), EC202(O), EC206(O), EC208(O), EC230(O)"
TVE17EC041,"HS200(A), MA204(A), EC204(A+), EC232(O), EC202(B), EC206(A+), EC208(A), EC230(O)"
TVE17EC042,"HS200(B+), MA204(A), EC204(O), EC232(O), EC202(B+), EC206(B), EC208(A+), EC230(O)"
TVE17EC043,"HS200(B+), MA204(A), EC204(B), EC232(A+), EC202(B), EC206(B), EC208(B), EC230(O)"
TVE17EC044,"HS200(A), MA204(O), EC204(O), EC232(A+), EC202(B+), EC206(O), EC208(O), EC230(O)"
TVE17EC045,"HS200(A), MA204(A), EC204(A+), EC232(O), EC202(B+), EC206(A), EC208(A+), EC230(A+)"
TVE17EC046,"HS200(B+), MA204(B+), EC204(A+), EC232(B+), EC202(B), EC206(A+), EC208(B+), EC230(B+)"
TVE17EC047,"HS200(A), MA204(A), EC204(A+), EC232(O), EC202(B+), EC206(A+), EC208(A+), EC230(O)"
TVE17EC048,"HS200(B), MA204(B+), EC204(A+), EC232(O), EC202(B+), EC206(B+), EC208(O), EC230(O)"
TVE17EC049,"HS200(A+), MA204(O), EC204(O), EC232(O), EC202(A+), EC206(O), EC208(O), EC230(O)"
TVE17EC050,"HS200(B+), MA204(B), EC204(B), EC232(B+), EC202(B), EC206(C), EC208(F), EC230(A)"
TVE17EC051,"HS200(B+), MA204(B), EC204(A+), EC232(O), EC202(O), EC206(A), EC208(A), EC230(O)"
TVE17EC052,"HS200(B+), MA204(B+), EC204(B+), EC232(O), EC202(B+), EC206(B), EC208(B+), EC230(O)"
TVE17EC053,"HS200(O), MA204(B+), EC204(A+), EC232(O), EC202(A+), EC206(A+), EC208(B+), EC230(O)"
TVE17EC054,"HS200(B+), MA204(C), EC204(C), EC232(A), EC202(F), EC206(F), EC208(C), EC230(A)"
TVE17EC055,"HS200(A+), MA204(A+), EC204(O), EC232(A+), EC202(B+), EC206(O), EC208(A), EC230(O)"
TVE17EC056,"HS200(A+), MA204(O), EC204(O), EC232(O), EC202(O), EC206(O), EC208(O), EC230(O)"
TVE17EC057,"HS200(O), MA204(O), EC204(O), EC232(O), EC202(A+), EC206(O), EC208(A+), EC230(O)"
TVE17EC058,"HS200(A+), MA204(O), EC204(O), EC232(O), EC202(B+), EC206(A+), EC208(A+), EC230(O)"
TVE17EC059,"HS200(B+), MA204(O), EC204(O), EC232(O), EC202(A+), EC206(B+), EC208(B+), EC230(O)"
TVE17EC060,"HS200(B+), MA204(O), EC204(O), EC232(O), EC202(O), EC206(O), EC208(O), EC230(O)"
TVE17EC061,"HS200(A+), MA204(O), EC204(O), EC232(O), EC202(A+), EC206(O), EC208(O), EC230(O)"
TVE17EC062,"HS200(B+), MA204(A+), EC204(O), EC232(O), EC202(C), EC206(A+), EC208(A+), EC230(O)"
TVE17EC063,"HS200(B+), MA204(C), EC204(B), EC232(A), EC202(C), EC206(B+), EC208(P), EC230(O)"
"",COMPUTER SCIENCE & ENGINEERING[Full Time]
"",Course Code Course
MA202,"PROBABILITY DISTRIBUTIONS, TRANSFORMS AND"
"",NUMERICAL METHODS
CS202,COMPUTER ORGANIZATION AND ARCHITECTURE
CS204,OPERATING SYSTEMS
CS206,OBJECT ORIENTED DESIGN AND PROGRAMMING
CS208,PRINCIPLES OF DATABASE DESIGN
HS200,BUSINESS ECONOMICS
CS232,FREE AND OPEN SOURCE SOFTWARE LAB
CS234,DIGITAL SYSTEMS LAB
Register No,Course Code (Grade)
IDK17CS031,"HS200(O), MA202(O), CS202(A+), CS204(O), CS206(O), CS232(O), CS208(A+), CS234(O)"
LTVE15CS067,"MA202(F), CS206(Absent)"
LTVE16CS067,"HS200(C), CS208(F)"
LTVE16CS069,MA202(B)
LTVE16CS070,MA202(C)
LTVE17CS063,"HS200(A), MA202(A), CS202(B), CS204(B), CS206(B+), CS232(O), CS208(A), CS234(O)"
LTVE17CS064,"HS200(C), MA202(F), CS202(B), CS204(C), CS206(B), CS232(B), CS208(C), CS234(A+)"
LTVE17CS065,"HS200(B+), MA202(B+), CS202(B+), CS204(B+), CS206(B+), CS232(A), CS208(A+), CS234(O)"
LTVE17CS066,"HS200(A), MA202(B), CS202(B+), CS204(B+), CS206(B+), CS232(O), CS208(B+), CS234(A+)"
LTVE17CS067,"HS200(C), MA202(F), CS202(B), CS204(B), CS206(B+), CS232(A), CS208(B), CS234(O)"
LTVE17CS068,"HS200(O), MA202(A), CS202(A), CS204(B+), CS206(A), CS232(B+), CS208(B+), CS234(O)"
MAC17CS005,"HS200(O), MA202(O), CS202(A+), CS204(A+), CS206(O), CS232(A), CS208(B+), CS234(O)"
TVE15CS006,CS208(C)
TVE15CS007,"HS200(Absent), CS202(F), CS204(F)"
TVE15CS018,"CS202(F), CS204(F), CS208(Absent)"
TVE15CS031,"CS202(B), CS208(B+)"
TVE15CS038,CS208(B)
TVE15CS046,CS202(F)
TVE15CS058,"CS202(C), CS204(F), CS206(F), CS208(P)"
TVE15CS059,CS202(B)
TVE15CS060,"CS202(C), CS208(C)"
TVE16CS017,"CS204(Absent), CS206(F)"
TVE16CS024,"CS204(C), CS206(C), CS208(C)"
TVE16CS029,"CS202(C), CS208(B)"
TVE16CS055,CS204(B)
TVE16CS057,"HS200(Absent), MA202(Absent), CS202(Absent), CS204(F), CS208(Absent)"
TVE17CS001,"HS200(B), MA202(F), CS202(C), CS204(F), CS206(C), CS232(B), CS208(P), CS234(B+)"
TVE17CS002,"HS200(O), MA202(O), CS202(O), CS204(O), CS206(O), CS232(O), CS208(O), CS234(O)"
TVE17CS003,"HS200(A+), MA202(B+), CS202(B+), CS204(B), CS206(A+), CS232(A+), CS208(B+), CS234(A+)"
TVE17CS004,"HS200(A), MA202(O), CS202(A+), CS204(A), CS206(O), CS232(A), CS208(A), CS234(O)"
TVE17CS005,"HS200(A), MA202(A), CS202(B+), CS204(B+), CS206(A), CS232(A+), CS208(B+), CS234(O)"
TVE17CS006,"HS200(B+), MA202(B), CS202(C), CS204(B), CS206(B), CS232(B+), CS208(B), CS234(O)"
TVE17CS007,"HS200(B+), MA202(A), CS202(B+), CS204(B+), CS206(O), CS232(A+), CS208(B+), CS234(O)"
TVE17CS008,"HS200(B+), MA202(O), CS202(A), CS204(A), CS206(O), CS232(O), CS208(A+), CS234(O)"
TVE17CS009,"HS200(A+), MA202(O), CS202(B), CS204(B), CS206(B), CS232(A+), CS208(B+), CS234(O)"
TVE17CS010,"HS200(B+), MA202(B+), CS202(C), CS204(C), CS206(C), CS232(B+), CS208(C), CS234(O)"
TVE17CS011,"HS200(B), MA202(B+), CS202(B), CS204(B), CS206(B+), CS232(A), CS208(P), CS234(O)"
TVE17CS012,"HS200(B+), MA202(A), CS202(B), CS204(B+), CS206(B), CS232(A+), CS208(B), CS234(O)"
TVE17CS013,"HS200(C), MA202(B+), CS202(B), CS204(C), CS206(F), CS232(C), CS208(B), CS234(A)"
TVE17CS014,"HS200(C), MA202(F), CS202(C), CS204(C), CS206(F), CS232(P), CS208(C), CS234(A)"
TVE17CS015,"HS200(C), MA202(B+), CS202(C), CS204(B+), CS206(B), CS232(C), CS208(B), CS234(A)"
TVE17CS016,"HS200(B), MA202(B+), CS202(C), CS204(B), CS206(C), CS232(B+), CS208(B), CS234(O)"
TVE17CS017,"HS200(A), MA202(O), CS202(B+), CS204(A), CS206(A), CS232(A), CS208(B+), CS234(O)"
TVE17CS018,"HS200(B+), MA202(B), CS202(B+), CS204(B+), CS206(A), CS232(A), CS208(B+), CS234(O)"
TVE17CS019,"HS200(O), MA202(A), CS202(O), CS204(O), CS206(B+), CS232(B+), CS208(B+), CS234(A+)"
TVE17CS020,"HS200(B), MA202(A+), CS202(B), CS204(B), CS206(B+), CS232(A+), CS208(B), CS234(A+)"
TVE17CS021,"HS200(B), MA202(C), CS202(C), CS204(C), CS206(F), CS232(B+), CS208(B), CS234(O)"
TVE17CS022,"HS200(C), MA202(P), CS202(F), CS204(F), CS206(F), CS232(P), CS208(P), CS234(B)"
TVE17CS023,"HS200(O), MA202(O), CS202(O), CS204(B+), CS206(O), CS232(O), CS208(A+), CS234(O)"
TVE17CS024,"HS200(B+), MA202(A+), CS202(C), CS204(B), CS206(C), CS232(A), CS208(B), CS234(O)"
TVE17CS026,"HS200(A+), MA202(A), CS202(C), CS204(B+), CS206(B), CS232(A), CS208(B), CS234(O)"
TVE17CS027,"HS200(O), MA202(O), CS202(O), CS204(O), CS206(O), CS232(O), CS208(O), CS234(O)"
TVE17CS028,"HS200(O), MA202(O), CS202(A), CS204(A+), CS206(O), CS232(O), CS208(A+), CS234(O)"
TVE17CS029,"HS200(B+), MA202(F), CS202(C), CS204(F), CS206(P), CS232(C), CS208(F), CS234(O)"
TVE17CS030,"HS200(B+), MA202(F), CS202(C), CS204(P), CS206(F), CS232(B+), CS208(C), CS234(A+)"
TVE17CS031,"HS200(O), MA202(A+), CS202(B), CS204(C), CS206(B+), CS232(B+), CS208(B), CS234(O)"
TVE17CS032,"HS200(B+), MA202(O), CS202(B+), CS204(B+), CS206(B), CS232(O), CS208(B+), CS234(O)"
TVE17CS033,"HS200(B+), MA202(B+), CS202(C), CS204(B), CS206(C), CS232(B+), CS208(B), CS234(O)"
TVE17CS034,"HS200(A+), MA202(A+), CS202(C), CS204(C), CS206(B), CS232(A+), CS208(B+), CS234(A+)"
TVE17CS035,"HS200(B), MA202(B), CS202(B), CS204(B), CS206(C), CS232(C), CS208(B), CS234(B+)"
TVE17CS036,"HS200(B+), MA202(F), CS202(C), CS204(F), CS206(C), CS232(C), CS208(C), CS234(A+)"
TVE17CS037,"HS200(B+), MA202(A+), CS202(B+), CS204(C), CS206(P), CS232(B+), CS208(B), CS234(A)"
TVE17CS038,"HS200(A), MA202(O), CS202(B), CS204(C), CS206(B+), CS232(O), CS208(B), CS234(B+)"
TVE17CS039,"HS200(O), MA202(A), CS202(A), CS204(A), CS206(A+), CS232(O), CS208(A+), CS234(A+)"
TVE17CS040,"HS200(O), MA202(O), CS202(O), CS204(A), CS206(A+), CS232(O), CS208(O), CS234(O)"
TVE17CS041,"HS200(B+), MA202(B+), CS202(B), CS204(C), CS206(P), CS232(B+), CS208(C), CS234(O)"
TVE17CS042,"HS200(O), MA202(B+), CS202(B+), CS204(B), CS206(B), CS232(A+), CS208(B+), CS234(O)"
TVE17CS043,"HS200(B), MA202(C), CS202(C), CS204(B), CS206(C), CS232(B+), CS208(B+), CS234(B+)"
TVE17CS044,"HS200(B), MA202(C), CS202(F), CS204(P), CS206(F), CS232(B), CS208(F), CS234(B)"
TVE17CS045,"HS200(A+), MA202(B+), CS202(A), CS204(B+), CS206(B+), CS232(A+), CS208(B+), CS234(O)"
TVE17CS046,"HS200(A+), MA202(A), CS202(A), CS204(B+), CS206(B+), CS232(A+), CS208(B+), CS234(O)"
TVE17CS047,"HS200(O), MA202(O), CS202(O), CS204(A+), CS206(A+), CS232(A), CS208(A), CS234(O)"
TVE17CS048,"HS200(A+), MA202(A+), CS202(B+), CS204(B), CS206(B+), CS232(A+), CS208(B+), CS234(O)"
TVE17CS049,"HS200(B+), MA202(B+), CS202(B), CS204(C), CS206(C), CS232(B+), CS208(C), CS234(O)"
TVE17CS050,"HS200(B+), MA202(B+), CS202(C), CS204(C), CS206(F), CS232(B), CS208(B), CS234(O)"
TVE17CS051,"HS200(O), MA202(A), CS202(B+), CS204(B), CS206(B+), CS232(A), CS208(B), CS234(O)"
TVE17CS052,"HS200(A), MA202(B+), CS202(B), CS204(B), CS206(B+), CS232(A+), CS208(A), CS234(A+)"
TVE17CS053,"HS200(B+), MA202(B), CS202(B), CS204(C), CS206(B), CS232(B), CS208(B), CS234(A)"
TVE17CS054,"HS200(O), MA202(O), CS202(A), CS204(A), CS206(O), CS232(O), CS208(B+), CS234(O)"
TVE17CS055,"HS200(A+), MA202(A+), CS202(B), CS204(B+), CS206(C), CS232(A+), CS208(B+), CS234(O)"
TVE17CS056,"HS200(B+), MA202(B), CS202(B), CS204(B), CS206(B+), CS232(A), CS208(B+), CS234(A+)"
TVE17CS057,"HS200(A+), MA202(A+), CS202(B+), CS204(A+), CS206(B+), CS232(A), CS208(B), CS234(O)"
TVE17CS058,"HS200(A+), MA202(O), CS202(B), CS204(C), CS206(B), CS232(B+), CS208(B), CS234(O)"
TVE17CS059,"HS200(A), MA202(B+), CS202(C), CS204(B), CS206(B+), CS232(A+), CS208(B+), CS234(O)"
TVE17CS060,"HS200(O), MA202(O), CS202(A+), CS204(O), CS206(O), CS232(O), CS208(A+), CS234(O)"
TVE17CS061,"HS200(B+), MA202(O), CS202(B+), CS204(B+), CS206(C), CS232(P), CS208(B), CS234(B+)"
TVE17CS062,"HS200(O), MA202(A), CS202(C), CS204(C), CS206(B+), CS232(B), CS208(C), CS234(O)"
